2026-03-14 15:18:45.552 | INFO     | __main__:run:146 - Starting gpt-5-nano pipeline. Processing 3992 records.
2026-03-14 15:18:49.473 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.481 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.484 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.510 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.607 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.627 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.689 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.717 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.773 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.780 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.793 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.820 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.869 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.890 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.927 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.935 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:49.999 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.072 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.091 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.117 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.125 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.166 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.193 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.238 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.241 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.308 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.383 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.397 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.427 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.432 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.465 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.488 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.536 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.559 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.575 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.623 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.698 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.709 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.736 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.747 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.768 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.786 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.828 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.866 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.875 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:50.923 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.006 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.015 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.045 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.050 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.068 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.128 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.162 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.183 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.230 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.313 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.326 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.347 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.358 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.420 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.444 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.467 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.484 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.603 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.635 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.665 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.747 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:51.750 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:52.563 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 400 - {'error': {'message': "Unsupported parameter: 'top_p' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'top_p', 'code': 'unsupported_parameter'}}
2026-03-14 15:18:52.840 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-eWM20bC77LVrmsejmlq45yda on tokens per min (TPM): Limit 200000, Used 200000, Requested 1291. Please try again in 387ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}
2026-03-14 15:18:53.037 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-eWM20bC77LVrmsejmlq45yda on tokens per min (TPM): Limit 200000, Used 200000, Requested 840. Please try again in 251ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}
2026-03-14 15:18:53.046 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-eWM20bC77LVrmsejmlq45yda on tokens per min (TPM): Limit 200000, Used 200000, Requested 1415. Please try again in 424ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}
